Name,ENVIRON_DISCLOSURE_SCORE,Company name
HFC UN,44.96124031,HollyFrontier Corp
HGV UN,1.550387597,Hilton Grand Vacations Inc
HHC UN,10.85271318,Howard Hughes Corp/The
HIG UN,#N/A N/A,Hartford Financial Services Group Inc/The
HII UN,#N/A N/A,Huntington Ingalls Industries Inc
HIW UN,27.13178295,Highwoods Properties Inc
HLF UN,7.751937984,Herbalife Nutrition Ltd
HOG UN,#N/A N/A,Harley-Davidson Inc
HOLX UW,9.302325581,Hologic Inc
HON UN,#N/A N/A,Honeywell International Inc
HP UN,8.527131783,Helmerich & Payne Inc
HPE UN,#N/A N/A,Hewlett Packard Enterprise Co
HPP UN,#N/A N/A,Hudson Pacific Properties Inc
HPQ UN,#N/A N/A,HP Inc
HRB UN,#N/A N/A,H&R Block Inc
HRC UN,3.875968992,Hill-Rom Holdings Inc
HRL UN,#N/A N/A,Hormel Foods Corp
HSIC UW,#N/A N/A,Henry Schein Inc
HST UN,#N/A N/A,Host Hotels & Resorts Inc
HSY UN,50.3875969,Hershey Co/The
HTA UN,#N/A N/A,Healthcare Trust of America Inc
HUBB UN,5.426356589,Hubbell Inc
HUM UN,#N/A N/A,Humana Inc
HUN UN,#N/A N/A,Huntsman Corp
HWM UN,#N/A N/A,Howmet Aerospace Inc
HXL UN,17.05426357,Hexcel Corp
HZNP UW,1.550387597,Horizon Therapeutics Plc
IAA UN,#N/A N/A,IAA Inc
IAC UW,#N/A N/A,IAC/interactivecorp
IART UW,6.976744186,Integra LifeSciences Holdings Corp
IBKR UW,#N/A N/A,Interactive Brokers Group Inc
IBM UN,#N/A N/A,International Business Machines Corp
ICE UN,#N/A N/A,Intercontinental Exchange Inc
ICUI UW,6.976744186,ICU Medical Inc
IDA UN,#N/A N/A,IDACORP Inc
IEX UN,#N/A N/A,IDEX Corp
IFF UN,#N/A N/A,International Flavors & Fragrances Inc
IGT UN,#N/A N/A,International Game Technology PLC
INFO UN,#N/A N/A,IHS Markit Ltd
INGR UN,17.82945736,Ingredion Inc
INTC UW,62.79069767,Intel Corp
INVH UN,#N/A N/A,Invitation Homes Inc
IP UN,#N/A N/A,International Paper Co
IPG UN,15.50387597,Interpublic Group of Cos Inc/The
IPGP UW,1.550387597,IPG Photonics Corp
IQV UN,#N/A N/A,IQVIA Holdings Inc
IR UN,1.550387597,Ingersoll Rand Inc
IRM UN,34.88372093,Iron Mountain Inc
ITT UN,#N/A N/A,ITT Inc
IVZ UN,#N/A N/A,Invesco Ltd
J UN,17.05426357,Jacobs Engineering Group Inc
JAZZ UW,#N/A N/A,Jazz Pharmaceuticals PLC
JBGS UN,#N/A N/A,JBG SMITH Properties
JBHT UW,6.201550388,JB Hunt Transport Services Inc
JBL UN,#N/A N/A,Jabil Inc
JBLU UW,#N/A N/A,JetBlue Airways Corp
JCI UN,68.99224806,Johnson Controls International plc
JEF UN,#N/A N/A,Jefferies Financial Group Inc
JHG UN,9.821428571,Janus Henderson Group PLC
JKHY UW,#N/A N/A,Jack Henry & Associates Inc
JLL UN,#N/A N/A,Jones Lang LaSalle Inc
JNJ UN,#N/A N/A,Johnson & Johnson
JNPR UN,#N/A N/A,Juniper Networks Inc
JPM UN,36.60714286,JPMorgan Chase & Co
JW/A UN,2.325581395,John Wiley & Sons Inc
K UN,#N/A N/A,Kellogg Co
KAR UN,#N/A N/A,KAR Auction Services Inc
KDP UN,#N/A N/A,Keurig Dr Pepper Inc
KEX UN,6.201550388,Kirby Corp
KEY UN,27.67857143,KeyCorp
KHC UW,#N/A N/A,Kraft Heinz Co/The
KIM UN,#N/A N/A,Kimco Realty Corp
KMB UN,#N/A N/A,Kimberly-Clark Corp
KMI UN,#N/A N/A,Kinder Morgan Inc
KMPR UN,5.357142857,Kemper Corp
KMX UN,#N/A N/A,CarMax Inc
KNX UN,3.100775194,Knight-Swift Transportation Holdings Inc
KO UN,#N/A N/A,Coca-Cola Co/The
KOS UN,#N/A N/A,Kosmos Energy Ltd
KR UN,#N/A N/A,Kroger Co/The
KRC UN,#N/A N/A,Kilroy Realty Corp
KSS UN,#N/A N/A,Kohl's Corp
KSU UN,#N/A N/A,Kansas City Southern
L UN,#N/A N/A,Loews Corp
LAZ UN,#N/A N/A,Lazard Ltd
LB UN,#N/A N/A,L Brands Inc
LBRDA UW,#N/A N/A,Liberty Broadband Corp
LBRDK UW,#N/A N/A,Liberty Broadband Corp
LDOS UN,#N/A N/A,Leidos Holdings Inc
LEA UN,#N/A N/A,Lear Corp
LECO UW,#N/A N/A,Lincoln Electric Holdings Inc
LEG UN,9.302325581,Leggett & Platt Inc
LEN UN,#N/A N/A,Lennar Corp
LEN/B UN,#N/A N/A,Lennar Corp
LFUS UW,10.85271318,Littelfuse Inc
LGF/A UN,#N/A N/A,Lions Gate Entertainment Corp
LGF/B UN,#N/A N/A,Lions Gate Entertainment Corp
LH UN,#N/A N/A,Laboratory Corp of America Holdings
LHX UN,12.40310078,L3Harris Technologies Inc
LII UN,#N/A N/A,Lennox International Inc
LIN UN,#N/A N/A,Linde PLC
LKQ UW,3.875968992,LKQ Corp
LM UN,#N/A N/A,Legg Mason Inc
LNC UN,#N/A N/A,Lincoln National Corp
LNG UA,#N/A N/A,Cheniere Energy Inc
LNT UW,#N/A N/A,Alliant Energy Corp
LOGM UW,#N/A N/A,LogMeIn Inc
LOPE UW,2.325581395,Grand Canyon Education Inc
LRCX UW,#N/A N/A,Lam Research Corp
LSI UN,8.527131783,Life Storage Inc
LSTR UW,#N/A N/A,Landstar System Inc
LSXMA UW,#N/A N/A,Liberty Media Corp-Liberty SiriusXM
LSXMK UW,#N/A N/A,Liberty Media Corp-Liberty SiriusXM
LUV UN,#N/A N/A,Southwest Airlines Co
LVS UN,#N/A N/A,Las Vegas Sands Corp
LW UN,5.426356589,Lamb Weston Holdings Inc
LYB UN,#N/A N/A,LyondellBasell Industries NV
LYFT UW,#N/A N/A,Lyft Inc
M UN,#N/A N/A,Macy's Inc
MAA UN,#N/A N/A,Mid-America Apartment Communities Inc
MAC UN,#N/A N/A,Macerich Co/The
MAN UN,#N/A N/A,ManpowerGroup Inc
MAS UN,#N/A N/A,Masco Corp
MAT UW,#N/A N/A,Mattel Inc
MCD UN,#N/A N/A,McDonald's Corp
MCHP UW,17.05426357,Microchip Technology Inc
MCK UN,#N/A N/A,McKesson Corp
MCY UN,3.571428571,Mercury General Corp
MD UN,#N/A N/A,MEDNAX Inc
MDLA UN,#N/A N/A,Medallia Inc
MDLZ UW,#N/A N/A,Mondelez International Inc
MDT UN,24.03100775,Medtronic PLC
MDU UN,#N/A N/A,MDU Resources Group Inc
MET UN,#N/A N/A,MetLife Inc
MFA UN,#N/A N/A,MFA Financial Inc
MGM UN,#N/A N/A,MGM Resorts International
MHK UN,#N/A N/A,Mohawk Industries Inc
MIC UN,#N/A N/A,Macquarie Infrastructure Corp
MKC UN,#N/A N/A,McCormick & Co Inc/MD
MKL UN,1.785714286,Markel Corp
MKSI UW,2.325581395,MKS Instruments Inc
MLM UN,#N/A N/A,Martin Marietta Materials Inc
MMC UN,#N/A N/A,Marsh & McLennan Cos Inc
MMM UN,55.81395349,3M Co
MO UN,#N/A N/A,Altria Group Inc
MOH UN,#N/A N/A,Molina Healthcare Inc
MOS UN,#N/A N/A,Mosaic Co/The
MPC UN,#N/A N/A,Marathon Petroleum Corp
MPW UN,1.550387597,Medical Properties Trust Inc
MRK UN,#N/A N/A,Merck & Co Inc
MRNA UW,#N/A N/A,Moderna Inc
MRO UN,#N/A N/A,Marathon Oil Corp
MRVL UW,2.325581395,Marvell Technology Group Ltd
MS UN,#N/A N/A,Morgan Stanley
MSGE UN,#N/A N/A,Madison Square Garden Entertainment Corp
MSGS UN,#N/A N/A,Madison Square Garden Sports Corp
MSI UN,#N/A N/A,Motorola Solutions Inc
MSM UN,#N/A N/A,MSC Industrial Direct Co Inc
MTB UN,#N/A N/A,M&T Bank Corp
MTG UN,6.25,MGIC Investment Corp
MTN UN,17.82945736,Vail Resorts Inc
MU UW,#N/A N/A,Micron Technology Inc
MUR UN,#N/A N/A,Murphy Oil Corp
MXIM UW,13.95348837,Maxim Integrated Products Inc
MYL UW,36.43410853,Mylan NV
NATI UW,2.325581395,National Instruments Corp
NAVI UW,#N/A N/A,Navient Corp
NBL UW,#N/A N/A,Noble Energy Inc
NCLH UN,#N/A N/A,Norwegian Cruise Line Holdings Ltd
NDAQ UW,#N/A N/A,Nasdaq Inc
NDSN UW,12.40310078,Nordson Corp
NEE UN,#N/A N/A,NextEra Energy Inc
NEM UN,63.56589147,Newmont Corp
NEU UN,4.651162791,NewMarket Corp
NFG UN,1.652892562,National Fuel Gas Co
NI UN,#N/A N/A,NiSource Inc
NKTR UW,#N/A N/A,Nektar Therapeutics
NLOK UW,37.20930233,NortonLifeLock Inc
NLSN UN,48.0620155,Nielsen Holdings PLC
NLY UN,#N/A N/A,Annaly Capital Management Inc
NNN UN,1.550387597,National Retail Properties Inc
NOV UN,#N/A N/A,National Oilwell Varco Inc
NRG UN,27.13178295,NRG Energy Inc
NRZ UN,#N/A N/A,New Residential Investment Corp
NSC UN,#N/A N/A,Norfolk Southern Corp
NTRS UW,#N/A N/A,Northern Trust Corp
NUAN UW,10.07751938,Nuance Communications Inc
NUE UN,#N/A N/A,Nucor Corp
NUS UN,14.72868217,Nu Skin Enterprises Inc
NVST UN,1.550387597,Envista Holdings Corp
NVT UN,5.426356589,nVent Electric PLC
NWL UW,13.95348837,Newell Brands Inc
NWS UW,#N/A N/A,News Corp
NWSA UW,#N/A N/A,News Corp
NXST UW,#N/A N/A,Nexstar Media Group Inc
NYCB UN,2.678571429,New York Community Bancorp Inc
NYT UN,#N/A N/A,New York Times Co/The
O UN,6.201550388,Realty Income Corp
OC UN,68.99224806,Owens Corning
ODFL UW,10.07751938,Old Dominion Freight Line Inc
OFC UN,#N/A N/A,Corporate Office Properties Trust
OGE UN,#N/A N/A,OGE Energy Corp
OHI UN,#N/A N/A,Omega Healthcare Investors Inc
OI UN,11.62790698,O-I Glass Inc
OKE UN,#N/A N/A,ONEOK Inc
OLN UN,12.40310078,Olin Corp
OMC UN,#N/A N/A,Omnicom Group Inc
OMF UN,#N/A N/A,OneMain Holdings Inc
ON UW,#N/A N/A,ON Semiconductor Corp
ORI UN,#N/A N/A,Old Republic International Corp
OSK UN,41.86046512,Oshkosh Corp
OTIS UN,#N/A N/A,Otis Worldwide Corp
OUT UN,2.325581395,Outfront Media Inc
OXY UN,#N/A N/A,Occidental Petroleum Corp
OZK UW,#N/A N/A,Bank OZK
PACW UW,3.571428571,PacWest Bancorp
PAG UN,6.976744186,Penske Automotive Group Inc
PB UN,1.785714286,Prosperity Bancshares Inc
PBCT UW,#N/A N/A,People's United Financial Inc
PBF UN,8.527131783,PBF Energy Inc
PCAR UW,#N/A N/A,PACCAR Inc
PCG UN,#N/A N/A,PG&E Corp
PE UN,#N/A N/A,Parsley Energy Inc
PEAK UN,#N/A N/A,Healthpeak Properties Inc
PEG UN,#N/A N/A,Public Service Enterprise Group Inc
PEP UW,#N/A N/A,PepsiCo Inc
PFE UN,#N/A N/A,Pfizer Inc
PFG UW,#N/A N/A,Principal Financial Group Inc
PG UN,52.71317829,Procter & Gamble Co/The
PGR UN,#N/A N/A,Progressive Corp/The
PGRE UN,3.875968992,Paramount Group Inc
PH UN,#N/A N/A,Parker-Hannifin Corp
PHM UN,#N/A N/A,PulteGroup Inc
PII UN,#N/A N/A,Polaris Inc
PINC UW,4.651162791,Premier Inc
PK UN,#N/A N/A,Park Hotels & Resorts Inc
PKG UN,#N/A N/A,Packaging Corp of America
PKI UN,#N/A N/A,PerkinElmer Inc
PLD UN,#N/A N/A,Prologis Inc
PM UN,#N/A N/A,Philip Morris International Inc
PNC UN,#N/A N/A,PNC Financial Services Group Inc/The
PNFP UW,1.785714286,Pinnacle Financial Partners Inc
PNR UN,#N/A N/A,Pentair PLC
PNW UN,#N/A N/A,Pinnacle West Capital Corp
POST UN,6.201550388,Post Holdings Inc
PPC UW,#N/A N/A,Pilgrim's Pride Corp
PPD UW,#N/A N/A,PPD Inc
PPG UN,#N/A N/A,PPG Industries Inc
PPL UN,47.5862069,PPL Corp
PRGO UN,#N/A N/A,Perrigo Co PLC
PRI UN,#N/A N/A,Primerica Inc
PRU UN,#N/A N/A,Prudential Financial Inc
PSA UN,#N/A N/A,Public Storage
PSX UN,37.98449612,Phillips 66
PTEN UW,11.57024793,Patterson-UTI Energy Inc
PVH UN,#N/A N/A,PVH Corp
PWR UN,#N/A N/A,Quanta Services Inc
PXD UN,#N/A N/A,Pioneer Natural Resources Co
QGEN UN,11.62790698,QIAGEN NV
QRTEA UW,17.82945736,Qurate Retail Inc
QRVO UW,#N/A N/A,Qorvo Inc
R UN,#N/A N/A,Ryder System Inc
RBC UN,#N/A N/A,Regal Beloit Corp
RCL UN,#N/A N/A,Royal Caribbean Cruises Ltd
RE UN,21.42857143,Everest Re Group Ltd
REG UW,#N/A N/A,Regency Centers Corp
REGN UW,#N/A N/A,Regeneron Pharmaceuticals Inc
REYN UW,#N/A N/A,Reynolds Consumer Products Inc
REZI UN,10.07751938,Resideo Technologies Inc
RF UN,#N/A N/A,Regions Financial Corp
RGA UN,1.785714286,Reinsurance Group of America Inc
RGLD UW,1.550387597,Royal Gold Inc
RIG UN,#N/A N/A,Transocean Ltd
RJF UN,2.678571429,Raymond James Financial Inc
RL UN,#N/A N/A,Ralph Lauren Corp
RNR UN,1.785714286,RenaissanceRe Holdings Ltd
ROP UN,10.85271318,Roper Technologies Inc
RPAI UN,1.550387597,Retail Properties of America Inc
RPM UN,9.302325581,RPM International Inc
RRC UN,#N/A N/A,Range Resources Corp
RS UN,10.07751938,Reliance Steel & Aluminum Co
RSG UN,#N/A N/A,Republic Services Inc
RTX UN,19.37984496,Raytheon Technologies Corp
RYN UN,6.976744186,Rayonier Inc
SABR UW,6.976744186,Sabre Corp
SATS UW,#N/A N/A,EchoStar Corp
SBGI UW,#N/A N/A,Sinclair Broadcast Group Inc
SBNY UW,1.785714286,Signature Bank/New York NY
SC UN,#N/A N/A,Santander Consumer USA Holdings Inc
SCCO UN,#N/A N/A,Southern Copper Corp
SCHW UN,#N/A N/A,Charles Schwab Corp/The
SCI UN,#N/A N/A,Service Corp International/US
SEB UA,#N/A N/A,Seaboard Corp
SEE UN,#N/A N/A,Sealed Air Corp
SEIC UW,#N/A N/A,SEI Investments Co
SERV UN,1.550387597,ServiceMaster Global Holdings Inc
SFM UW,#N/A N/A,Sprouts Farmers Market Inc
SITC UN,#N/A N/A,SITE Centers Corp
SIVB UW,8.035714286,SVB Financial Group
SIX UN,#N/A N/A,Six Flags Entertainment Corp
SJM UN,#N/A N/A,J M Smucker Co/The
SKX UN,3.875968992,Skechers USA Inc
SLB UN,#N/A N/A,Schlumberger Ltd
SLG UN,#N/A N/A,SL Green Realty Corp
SLGN UW,1.550387597,Silgan Holdings Inc
SLM UW,#N/A N/A,SLM Corp
SNA UN,14.72868217,Snap-on Inc
SNDR UN,1.550387597,Schneider National Inc
SNV UN,9.821428571,Synovus Financial Corp
SNX UN,2.325581395,SYNNEX Corp
SO UN,#N/A N/A,Southern Co/The
SON UN,#N/A N/A,Sonoco Products Co
SPB UN,11.62790698,Spectrum Brands Holdings Inc
SPG UN,#N/A N/A,Simon Property Group Inc
SPR UN,10.07751938,Spirit AeroSystems Holdings Inc
SRC UN,#N/A N/A,Spirit Realty Capital Inc
SRCL UW,#N/A N/A,Stericycle Inc
SRE UN,46.20689655,Sempra Energy
SSNC UW,#N/A N/A,SS&C Technologies Holdings Inc
ST UN,#N/A N/A,Sensata Technologies Holding PLC
STAY UW,1.550387597,Extended Stay America Inc
STE UN,20.15503876,STERIS PLC
STL UN,#N/A N/A,Sterling Bancorp/DE
STLD UW,1.550387597,Steel Dynamics Inc
STOR UN,#N/A N/A,STORE Capital Corp
STT UN,57.14285714,State Street Corp
STWD UN,#N/A N/A,Starwood Property Trust Inc
STZ UN,#N/A N/A,Constellation Brands Inc
SUI UN,#N/A N/A,Sun Communities Inc
SVC UW,3.100775194,Service Properties Trust
SWI UN,#N/A N/A,SolarWinds Corp
SWK UN,13.95348837,Stanley Black & Decker Inc
SWKS UW,#N/A N/A,Skyworks Solutions Inc
SYF UN,#N/A N/A,Synchrony Financial
T UN,#N/A N/A,AT&T Inc
TAP UN,#N/A N/A,Molson Coors Beverage Co
TCBI UW,#N/A N/A,Texas Capital Bancshares Inc
TCF UW,1.785714286,TCF Financial Corp
TCO UN,#N/A N/A,Taubman Centers Inc
TDG UN,1.550387597,TransDigm Group Inc
TDS UN,#N/A N/A,Telephone and Data Systems Inc
TDY UN,7.751937984,Teledyne Technologies Inc
TFC UN,#N/A N/A,Truist Financial Corp
TFSL UW,#N/A N/A,TFS Financial Corp
TGT UN,#N/A N/A,Target Corp
THG UN,4.464285714,Hanover Insurance Group Inc/The
THO UN,1.550387597,Thor Industries Inc
THS UN,11.62790698,TreeHouse Foods Inc
TIF UN,#N/A N/A,Tiffany & Co
TKR UN,#N/A N/A,Timken Co/The
TMO UN,#N/A N/A,Thermo Fisher Scientific Inc
TMUS UW,#N/A N/A,T-Mobile US Inc
TOL UN,8.527131783,Toll Brothers Inc
TPR UN,#N/A N/A,Tapestry Inc
TRGP UN,#N/A N/A,Targa Resources Corp
TRIP UW,#N/A N/A,TripAdvisor Inc
TRMB UW,6.201550388,Trimble Inc
TRN UN,1.550387597,Trinity Industries Inc
TROW UW,#N/A N/A,T Rowe Price Group Inc
TRV UN,#N/A N/A,Travelers Cos Inc/The
TSN UN,#N/A N/A,Tyson Foods Inc
TT UN,#N/A N/A,Trane Technologies PLC
TTWO UW,#N/A N/A,Take-Two Interactive Software Inc
TWO UN,1.785714286,Two Harbors Investment Corp
TWOU UW,#N/A N/A,2U Inc
TXT UN,#N/A N/A,Textron Inc
UA UN,18.75,Under Armour Inc
UAA UN,18.75,Under Armour Inc
UAL UW,#N/A N/A,United Airlines Holdings Inc
UBER UN,#N/A N/A,Uber Technologies Inc
UDR UN,#N/A N/A,UDR Inc
UFS UN,#N/A N/A,Domtar Corp
UGI UN,1.379310345,UGI Corp
UHAL UW,#N/A N/A,AMERCO
UHS UN,#N/A N/A,Universal Health Services Inc
UMPQ UW,#N/A N/A,Umpqua Holdings Corp
UNM UN,#N/A N/A,Unum Group
UNVR UN,55.20833333,Univar Solutions Inc
URBN UW,3.125,Urban Outfitters Inc
URI UN,#N/A N/A,United Rentals Inc
USB UN,#N/A N/A,US Bancorp
USFD UN,#N/A N/A,US Foods Holding Corp
USM UN,#N/A N/A,United States Cellular Corp
UTHR UW,#N/A N/A,United Therapeutics Corp
VER UN,#N/A N/A,VEREIT Inc
VIAC UW,#N/A N/A,ViacomCBS Inc
VIACA UW,#N/A N/A,ViacomCBS Inc
VICI UN,#N/A N/A,VICI Properties Inc
VIRT UW,#N/A N/A,Virtu Financial Inc
VLO UN,#N/A N/A,Valero Energy Corp
VMC UN,#N/A N/A,Vulcan Materials Co
VMI UN,8.527131783,Valmont Industries Inc
VNO UN,#N/A N/A,Vornado Realty Trust
VOYA UN,#N/A N/A,Voya Financial Inc
VRSN UW,#N/A N/A,VeriSign Inc
VSAT UW,#N/A N/A,ViaSat Inc
VST UN,#N/A N/A,Vistra Energy Corp
VTR UN,#N/A N/A,Ventas Inc
VVV UN,#N/A N/A,Valvoline Inc
VZ UN,#N/A N/A,Verizon Communications Inc
WAB UN,#N/A N/A,Westinghouse Air Brake Technologies Corp
WAL UN,1.785714286,Western Alliance Bancorp
WBA UW,42.70833333,Walgreens Boots Alliance Inc
WBS UN,9.821428571,Webster Financial Corp
WCC UN,#N/A N/A,WESCO International Inc
WDC UW,#N/A N/A,Western Digital Corp
WEC UN,#N/A N/A,WEC Energy Group Inc
WELL UN,#N/A N/A,Welltower Inc
WFC UN,#N/A N/A,Wells Fargo & Co
WH UN,#N/A N/A,Wyndham Hotels & Resorts Inc
WHR UN,#N/A N/A,Whirlpool Corp
WLK UN,#N/A N/A,Westlake Chemical Corp
WLTW UW,#N/A N/A,Willis Towers Watson PLC
WM UN,#N/A N/A,Waste Management Inc
WMB UN,#N/A N/A,Williams Cos Inc/The
WMT UN,#N/A N/A,Walmart Inc
WPC UN,#N/A N/A,WP Carey Inc
WPX UN,7.751937984,WPX Energy Inc
WRB UN,#N/A N/A,W R Berkley Corp
WRI UN,1.550387597,Weingarten Realty Investors
WRK UN,17.05426357,Westrock Co
WSM UN,#N/A N/A,Williams-Sonoma Inc
WSO UN,#N/A N/A,Watsco Inc
WST UN,#N/A N/A,West Pharmaceutical Services Inc
WTFC UW,3.571428571,Wintrust Financial Corp
WTM UN,#N/A N/A,White Mountains Insurance Group Ltd
WTRG UN,#N/A N/A,Essential Utilities Inc
WU UN,#N/A N/A,Western Union Co/The
WWD UW,16.27906977,Woodward Inc
WY UN,#N/A N/A,Weyerhaeuser Co
WYND UN,#N/A N/A,Wyndham Destinations Inc
WYNN UW,#N/A N/A,Wynn Resorts Ltd
X UN,13.95348837,United States Steel Corp
XEC UN,#N/A N/A,Cimarex Energy Co
XEL UW,#N/A N/A,Xcel Energy Inc
XOM UN,#N/A N/A,Exxon Mobil Corp
XPO UN,#N/A N/A,XPO Logistics Inc
XRAY UW,#N/A N/A,DENTSPLY SIRONA Inc
XRX UN,#N/A N/A,Xerox Holdings Corp
Y UN,#N/A N/A,Alleghany Corp
YUM UN,#N/A N/A,Yum! Brands Inc
YUMC UN,32.29166667,Yum China Holdings Inc
Z UW,#N/A N/A,Zillow Group Inc
ZBH UN,#N/A N/A,Zimmer Biomet Holdings Inc
ZG UW,#N/A N/A,Zillow Group Inc
ZION UW,7.142857143,Zions Bancorp NA
ZNGA UW,#N/A N/A,Zynga Inc
